"username","dates","location","review","rating","useful","funny","cool"
"Barb B.","4/18/2016","Hermitage, TN","Gorgeous upscale but refreshing and relaxed ambiance with white, maritime, beach theme throughout the restaurant. Reminded me of Charleston, SC in many ways! Food was incredible. We had brunch as a party of 4 on a Saturday with a reservation. Enjoyed a few mimosas at the bar pre-brunch with a witty and friendly bartender. Service was top notch, and the grilled calamari was the most delicious seafood I have ever had in my entire life. An absolute MUST try! The seafood brodetto was also a huge hit with our table. Can't wait to go back! Perfect for special occasions!",5,0,0,1
"Joshua G.","4/18/2016","Manhattan, NY","FOOD- At Fiola Mare, we ate some of the best food we ever had. To start, the pastries and spreads were delicious. A nice blend of sweet and savory (danishes, cinnamon buns + rolls). For appetizers, we each got the buffalo mozzarella. We both agreed it was by far the best mozzarella we've ever eaten. It was so soft and sweet; felt like it was pulled right in the kitchen. Our pasta course(s) were cooked perfectly al dente with just the right amount of sauce and spice for an added kick. Delicious! For dessert we had the doughnuts, which were also cooked to perfection. They were fried but weren't greasy, and sugar coated, yet not too rich. SERVICE-The service at fiola mare is unmatched. To start, the server knew exactly which food to recommend, based on our allergies (which were noted before we even arrived).  When the server's presence was needed, he was always there, yet he wasn't overbearing in the slightest. Every time our drinks neared completion, he came ready to ask if we'd care for another. He was very respectful of our conversations and pleasant when we were conversing with him.  Our server was by far the best we've ever had and should be recognized for his outstanding performance. We were thoroughly pleased and impressed. (This is the first review I've ever written, and am largely writing due to the quality of dining I experienced yesterday at Fiola Mare)AMBIANCE-Picture yourself arriving on the shores of Italy, stepping down from a yacht, and walking up from the sand into nautical yet modern bistro. That is fiola mare.  The ambiance along the Georgetown waterfront makes you feel like you're on vacation, even if you're a local. Would highly recommend to anyone out of town or visiting for the day.WHY 5 STARS?They offered us a complimentary ice cream with dessert and gave us a card for our anniversary. It was a nice gesture and a great added touch! The only time I mentioned our allergies / anniversary was in passing when I made the reservation, and it was obvious they were taking notes. THAT is quality dining. GO TO FIOLA MARE- YOU WILL NOT BE DISAPPOINTED!",5,0,0,0
"Nicky P.","4/19/2016","San Francisco, CA","Worst hostess service ever! Couldn't even get seated on a Tuesday at lunchtime. Not crowded at all. Horrendous. Walked out. What a shame.",1,3,1,1
"Jackie N.","4/19/2016","Falls Church, VA","My dad took me here for my birthday a few weeks ago and I could not have been happier.  The restaurant's manager is a close family friend, so we have been dying to try it out.  Fiola Mare made it to the No. 1 spot on the Washingtonian's Top 100 Restaurants for 2016 and I could not agree more.  Besides Rose's Luxury, this is my favorite place I have been to in the DMV.  For starters, we of course got the cold seafood tower. WOWOWOWOWOW - lobster tail, oysters, clams, tuna tartare, prawns, snow crab legs, mussels, sea urchin, etc..  So amazing.  All I wished for my birthday was the seafood tower and my wish was granted.  For entrees, I got the lobster ravioli and the BF got the salmon, so I got to taste his too.  The lobster ravioli knocked my socks off.  It was so good, I can't even begin to describe it!  It came with three pyramids filled with delicious lobster atop a lobster roe broth, which tasted like lobster bisque, and a lobster tail.  Come on.  Granted, the dish is $50, but the best $50 you will ever spend on a pasta dish.  The salmon was also delicious.  It was a great cut of fish, but compared to the lobster ravioli, it lacked a teeny bit of flavor.  Food gods forgive me - I am only saying that because the lobster ravioli is just sooooo knock you in the face flavorful and tasty, that most things do not compare.  Sigh.  Now I'm hungry.  As for sides, we had the wilted spinach with garlic and warm faro salad.  Both were great.  We were also given a veal pasta dish which was good, but I do not see it on their website's menu.  For dessert, we were spoiled.  We got their special cherry blossom dessert, which was a cherry cheesecake with matcha....erhmagawd...the best thing EVER.  We also go to try their famous bomboloni [ricotta doughnuts with gelato and salted caramel sauce], piemontese warm chocolate cake, and the marchesi, which if my memory serves me right, was a chocolate fudgey dessert. All in all, Fiola Mare is truly an experience for a special occasion or for when you just want to splurge a little with your bae.  The brunch is also great.  They do a la carte, or you can go fancy and do the $48 signature brunch, which lasts from 11:30 to 2pm.  You get a choice of bottomless brunch cocktails, a warm basket of pastries and breads to share including croissant, pain au chocolate, and a cinnamon roll.  Then, you choose an antipasti from list of salads and soups, and a main course, which has choices including lemon ricotta pancakes (delicious), pastas, and their version of an eggs benedict.  THEN you get to choose a dessert.  This brunch is not for the faint of heart.",5,7,5,5
"Carley L.","4/20/2016","Washington, DC","Amazing experience! Food was amazing! Service was stellar. I had the lobster ravioli. Great place for an Anniversary, Birthday or engagement or a great Just because place... Wish I could come here 2x a week... the food is that AMAZING!",5,0,0,0
"Christina L.","4/21/2016","Washington, DC","Seafood here is delicious, and the wine pairings/recommendations are great. If you're not a fish person though, Fiola Mare might not be your cup of tea - they do have plenty non seafood dishes but their highlights are really the seafood. The pasta dishes are a bit on the bland side, but that's just my preference to like a little more flavor. The oysters are also very fresh!",4,0,0,0
"Kristin N.","4/21/2016","Woodbridge, VA","I was invited to a friends birthday brunch here. Since we were a group of 10 people she had to get a private room. She also had a separate menu of dishes she selected. I had Colors of the Garden as an appetizer. Twas a bitty salad but I guess it's a good size for an appetizer. Their lemon pancakes were amazing, the best ever. I can't remember what gelato we had. The donuts in it were perfect, but the gelato was a bit to sugary. There were other dishes I wish I tried, maybe the next blue moon.",4,0,0,0
"elizabeth m.","4/22/2016","Falls Church, VA","All around amazing! There were 3 of us for dinner & we ordered from all over the menu. Jonny our server had spot on recommendations from drinks to food! I said at one point, ""this is life changing"". In the DC metro area you don't get service like this. It was a great dinning experience. *there were other servers & the sommelier (I can't remember their names) were also fabulous. We didn't feel rushed or like we were waiting around. Great night.",5,1,0,0
"Justine K.","4/22/2016","Rockville, MD","I loved every aspect of my brunch experience. We arrived with reservations and were seated immediately. The server was knowledgeable and gave great recommendations and suggestions. As everyone mentions the bread basket with the brunch special that also comes with unlimited Bellini, mimosas, or sangria is delicious!! The bread basket includes butter croissants, chocolate croissants, scones, white rolls. I'm normally not a bread person but u can not pass up these. I had to have a taste of each. The rest of our meal did not disappoint!Poached eggs and asparagus Sicilian chickpea panelleLobster ravioli Bucatini with sword fish and clamsSpaghetti with crab meatYum! Yum! Yum!",5,6,4,8
"Honest T.","4/29/2016","San Diego, CA","best seafood restaurant in DC. great location, service, food, amazing wine collection. but  the dessert are not so good.  it gets really busy  either lunch or dinner,  you should book in advance. valet parking is discounted to $16 with a stamp from this place.",5,0,0,0
"Kate K.","5/1/2016","Arlington, VA","I enjoyed an anniversary dinner at FM where we started at the very light-filled front bar before dinner (under heaters on a clear but chilly April evening) on the waterfront terrace. It's certainly a special-occasion or business expense place, but lives up to the prices with spectacular food, attentive and intelligent service and a setting that you'd pay for on its own. I didn't realize until after we left that there was another bar in the back of the restaurant - though the front bar was lovely, it was a little cramped and this other one felt more appealing and comfortable.",4,0,0,0
"L M.","5/2/2016","Washington, DC","Oh. My. God. Hands down the absolute best brunch I've ever had in DC. This place knows exactly what they are doing - and they do it well. The prix fix brunch special is an amazing deal - bottomless mimosas, a beautiful bread basket with about 6 different kinds of rolls, appetizer, entree, and desert. Went here with my father (a big foodie) and we were blown away. Every single item is amazingly prepared. Freshest oysters. You must try the lobster ravioli. Anything less than a five star review here is simply criminal.",5,0,0,0
"Dominique R.","5/2/2016","Silver Spring, MD","Had dinner here the other night.  Food was very good, but service was INCREDIBLY slow.  Not only that, we ordered a bottle of wine and after waiting about twenty minutes were presented with a different ""similar"" bottle because they were out of what we ordered.  We decided to go forward with it and were very surprised to see it was MORE than the bottle we originally ordered.  I'm sorry, but if you are out of a bottle and present a ""similar"" option then it should also be similar or less in price.  It shouldn't be a surprise at the end when we see it is more.",3,0,0,0
"Asha M.","5/3/2016","New York, NY","My roommate and I went to fiola mare as our last brunch before we both leave dc. We were very happy with it and definitely thought it was worth it.Out of all the drinks the sangria was definitely the best. It was pretty sweet and reminded me of the jazz in the gardens sangria. The bellini and mimosa mostly tasted like champagne and didnt have much either taste. But the sangria was amazing so we were pleased with sticking to that.The bread basket is absolutely amazing. All the breads are delicious and they give you enough pieces for everyone. My favorite was the bread filled with chocolate because it was just big enough and had the right amount of sweetness.For appetizers i got the sea scallop carpacchio which i was pleased with because it was very light and tasty. My roommate got the buffalo mozzarella but there was a bit too much cheese for her to finish it.For entrees i got the mussel bucatini and this was definitely the most disappointing of the meal. It was waaaay too salty and pretty impossible to finish without gulping down water. My roommate got the rigatoni carbonara and it was pretty good.The dessert for me is what made this one of the best brunches we've had. My roommate got the bomboloni and the caramel sauce was delicious. It tasted like melted werthers candies. I got the marchesi and this dessert combined three of my favoritr things. Dark chocolate. Pistachio cream. And fresh mint. It was honestly the best dessert i have ever had.Overall we were very happy with the brunch and the price point was excellent for what we got.",4,0,0,0
"Kathleen H.","5/5/2016","Herndon, VA","Service was the star but the food is also amazing. We went for our 22nd anniversary,  arrived 20+ minutes late (I called to let them know) and they saved our primo table. By the window, overlooking the waterfront.  So lovely.  No less than 8 people wished us happy anniversary including a note from the chef along with a special dessert. Everything was above and beyond and I can't wait to go back.",5,0,0,0
"Abeer N.","5/7/2016","Annapolis, MD","The food was amazing I couldn't have asked for a better date night then this place. I will be going to that place again to celebrate. The dinner and lunch experience was lovely! I wouldn't change a thing about the place.",5,0,0,1
"S. N.","5/8/2016","West Palm Beach, FL","I'll start with the positive. The food was amazing and lived up to all the hype from what all of our friends had told us and the reviews had said about this place. The lobster ravioli and olive oil halibut are the must haves if you go here! The pace of service was perfect. The spacing in between courses was perfect. They gave us just enough time to relax and chit chat in between courses. They didn't have the dessert wine that we ordered but they brought one that was still very good and it was on the house which we greatly appreciated.The negative was the service. Our waiter was difficult to get a hold of. He would come to our table to take our order but he would leave in a blink of an eye that we wouldn't have a chance to order one more cup of coffee for one of us at the table. We would try to wave him down but he would never look in our direction. We would try to joke a little with him to warm him up because his demeanor was a bit cold but it didn't work. We moved here from NYC a little over 2 years ago and have found that in quite a few restaurants that more often than not the food is great but the service is not. This one was particularly frustrating. We were celebrating an MBA graduation and it would have been nice to end the day on a high note.",4,2,0,1
"Thomas W.","5/12/2016","New York, NY","There is something about a brunch in Georgetown that defies any description.  Brunch after all is something truly not well defined.  Fiola Mare, while one of the better restaurants in the DC area, is not quite ready for elevation to legendary status on the banks of the Potomac.  Still, I love the scallops, the lobster ravioli, and the tagliatelle with langoustine at this up and coming Georgetown neighborhood gem.  Fiola Mare only needs to pass the test of time to become the new in spot for the Washington elite.  Power lunches certainly set the DC area apart from all other great restaurant cities in North America like New York, LA, and San Francisco.  Great seafood, and a romantic atmosphere in Georgetown--What more could a person ask for!",5,1,1,1
"Mark L.","5/12/2016","Millbrae, CA","Incredible food and exemplary service.  I sat at the bar and felt like a king. If your idea of great food is four great ingredients and let the food speak for itself- then come here. The staff was welcoming and recommended terrific wines. They paired dishes and even sent a few extras when it was clear I was here to dine not just browse.",5,0,0,0
"Daniella S.","5/17/2016","Miami, FL","Absolutely stunning waterfront dining. Elegant surroundings, personalized pro servers, delicious and eloquently plated dishes. There is a delightful wine list and the best bourbon old fashioned with a fashioned ice cube and twist of orange peel that make this pleasing to look at as well as drink. It was beautiful to sit outside overlooking the Potomac. It got chilly and the courteous friendly garçon brought me a blanket. If you go to only one spot in Georgetown for dinner, this will be your best choice on the river close to the Kennedy Center and perfect for sunset dining.The food was superb and framed by this decor in and outside it really is delightful.I'm coming back here next ring cycle.",5,2,0,1
"Az R.","5/17/2016","Arlington, VA","Great food and good service! This place has excellent food! The seafood tower was to die for. I had to share with 2 other people but could have eaten the whole thing myself. So fresh! The lobster ravioli is a must! We ordered potatoes as a side but they were out of them so they brought us rice instead, which was ok. The service was a little slow with our drinks but the waiter was very sweet and apologetic. I would definitely go back!",4,0,0,0
"Vince G.","5/18/2016","Lakeside, CA","Can't say enough! Fabulous lunch, breathtaking view of the Potomac, the staff was outstanding! Thank you Elle Kendall, your warmth added so much to our day!",5,0,0,0
"Debbie M.","5/19/2016","Reston, VA","We went to Fiola Mare for my husband's birthday; the service was fantastic, and the food was amazing.  The bellinis were so good - quality champagne; the bread basket was to die for - incredible croissants and brioche.  My husband had the Adriatic seafood brodetto and I had the lobster roll, which was the best lobster roll I have ever had.  Dessert consisted of the Marchesi and Bomboloni; both desserts were fantastic. We will definitely go back soon! Oh - the chef and his wife gave my husband a very nice birthday card, which was a nice personal touch.",5,0,0,0
"Ruth S.","5/20/2016","Manhattan, NY","Celebration dinner last night - could not have been more perfect. Food, service, ambience and can't beat the Georgetown waterfront as a setting.  We also have various food restrictions and the server made sure to understand and work with our needs. Crowning moment was dessert with congratulatory note accompanied by complimentary flutes of champagne. Home run.  Kudos also to our sommelier who found us the perfect bottle in our requested price range.",5,0,0,0
"Esther W.","5/20/2016","Gaithersburg, MD","This review is long overdue, but to sum up my experience and give advice to others, definitely try the brunch deal. Yes, it's expensive (just under $50 per person), but there are so many choices to choose from and the drinks are strong, bottomless, and completely worth it. The food is really top-notch, and you also get a basket of bread! I asked for extra chocolate croissants because they were warm, flaky, and perfect.Definitely come here when the weather is warm because there are plenty of outdoor seating by the waterfront.",4,0,0,1
"Penny M.","5/20/2016","Arlington, VA","We came by for a late lunch today - this place had been on our list for a while.... Five stars for the Food and Five stars for the setting/atmosphere! 2 stars for the service.  Our server was slow to come by the table and when she could be bothered to show up, she had an Attitude - rolling her eyes, brusque....seemed just to be bothered to be there in general.  We will come back - but will turn right around and leave if we get the same server the next time.  For the money - the service should be MUCH better.",4,1,1,1
"Desiree D.","5/21/2016","Reston, VA","My BF took me here for our anniversary for the Sunday brunch. I was immediate impressed with the waterfront view and the beautiful setting of the restaurant.Along with the 3-course brunch, we also ordered the oysters. I always though I knew good oysters, but these topped them all. Also, unlike most places that give horseradish, lemon, and hot sauce, this place did not. They give 2 house sauces that are the best I have ever had, and complemented then oysters very well. If they would have sold these sauces to take home, I would have wiped them out. They also offered a basket of pastries and bread which was so delicious!I do not usually eat pasta, however as it is an italian place, I decided to give it a try... I am happy I did! It was so good and it tasted so fresh and homemade. The breakfast cocktails we had were amazing as well. Last but not least, the service was perfect. The only reason that I am happy I cannot patronize here all the time (it is a bit pricey) is that the amazing food and impeccable service would ruin every other place for me. This place is a treat and can't wait to go again :).",5,3,0,1
"M R.","5/21/2016","ALLSTON, MA","It's been a while since I've been to Fiola Mare, but have been there 3-4 times.  I liked it better than Fiola because the preparations were a little more traditional Italian and simple in terms of ingredients.  It's wicked expensive, so it does not get a fifth star - because value-for-money-wise, the meal is a little ruined by the sticker shock at the end (for those of us not on expense accounts or otherwise unconcerned).",4,0,0,0
"Jane R.","5/22/2016","Raleigh, NC","When a restaurant is ranked as the top one in a major city, there are certain expectations for a near-perfect experience. And that may be difficult for a restaurant as large as Fiola Mare to deliver. We went there for lunch/brunch on a rainy Saturday and with graduations underway, it was very busy. I had the Colors of the Garden salad, which was fine (and fortunately wasn't overdressed), the Lemon Pancakes (good, but the fruit on top and mascarpone were the best parts of it), and the Bomboloni for dessert (it was special to get donut holes just out of the oven). My guest had the Spaghetti with King Crab, which he finished completely, noting that he normally doesn't finish all of an entrée, and had lived in Alaska and had consumed a lot of King Crab while there. The food was very good, but it was quite noisy - we were seated on the covered patio area inside, which might have had less soundproofing that the regular interior rooms. Fiola Mare had the largest number of staff I've ever seen at a restaurant, but they probably could have checked in more often. One unique aspect of the service was that it seemed like each dish was presented by a different person; I'm not sure if they were the one who had prepared the item, but each showed pride in presenting the dish. I thought our server said that there were unlimited Bellinis with the brunch, but no one ever offered another after I finished the first (which was virgin). I'm wondering how different the experience would have been at dinner than at lunch, but we were overall pleased with this restaurant selection.",4,1,0,0
"Melinda B.","5/25/2016","San Francisco, CA","My boyfriend took me here for my birthday. It was just ok....Great things:The viewThe drinks were super yummyNot so great things:The food: I got the grilled tuna steak it was very bland, my boyfriend's dish was also bland- I forgot what it was exactly. It was forgettable.The Burrata dish was delicious!The service: While attentive, we had about 4 different people getting our drink order, getting our food order etc. It felt impersonal and scatteredThe pretense: I know its a nice place but it just had a super snobby vibe to it. Overall, if its going to be that expensive, it should taste good. I'd go back for a drink and the view but not for dinner.",2,1,0,1
"Sonia T.","5/25/2016","Houston, TX","My husband and I arrived before our reservation to enjoy happy hour before the restaurant got busy. Nam and Radion were excellent bartenders; excellent recommendations for cocktails. We shared a duo of oysters and the light calamari with a hint of spiced and refreshing aioli.For our main course, my husband ordered the grilled Mahi Mahi and I ordered a cioppino like dish with clams, mussels, capers and a couple of generous sized portions of monkfish - fabulous flavors. Will, a highly knowledgeable sommelier and excellent with clients, spent time with us and recommended two delicious wines - I have an appreciation for old world wines and his extensive insight for Italian wines is much appreciated. I now have to order the two bottles we enjoyed a glass from with our dinner. We were surprised with a duo of chocolate covered mousse medallions after dinner - delish!Thank you for such wonderful attention and making the evening a memorable celebration!",5,1,0,0
"Dennis F.","5/27/2016","Alexandria, VA","Pricey yet worth it. Great view, great sea food selection ...just great.",5,0,0,0
"Ralph T.","5/29/2016","Baltimore, MD","Terrible service on the weekends - might have good food during the week (for DC) - weekends the staff can't manage to handle the crowd. Restaurant experience includes service and the food in this case does not make up for the poor service.",2,0,0,0
"Damon H.","5/29/2016","Springfield, VA","My wife and our friends spent the end of a wonderful anniversary evening at Fiola Mare.  We hadn't been there before, and wanted to give it a try.  From start to finish, it was a wonderful meal.  The staff was great, although required some extra prodding at times.  The drinks were great.  And the food was to die for.  I highly recommend the lobster ravioli, even though I think it's highly overpriced as a single portion.  But it was good enough that it made me rethink the other food that I'd been eating in my life that people claimed was lobster ravioli.  I highly recommend this for a romantic evening in Georgetown's Harbor.",5,0,0,0
"Josh G.","5/31/2016","Chevy Chase, MD","Absolutely top notch service. There was a minor miscommunication between staff about what tables were/were not available. Most restaurants would have chalked this up as your everyday mishap and gone about their business. Not Fiola Mare. They absolutely went above and beyond in terms of service. Other managers out there that want to up their game at service, look no further than Deniss. He absolutely sets the bar in terms of what an establishment like Fiola Mare should demand of their staff. Well done!We enjoyed the very best oysters we've ever had and some really great cocktails and wine. We can't wait to go back.If you enjoy a beautiful setting, excellent food and drink, and five star service, look no further than Fiola Mare.",5,0,0,0
"Amanda S.","6/2/2016","Washington, DC","Love the food and bar and bartenders!  It's expensive but the experience is usually worth it!!",5,0,0,0
"Rebecca D.","6/3/2016","Boston, MA","Last night I had the pleasure of dining at Fiola Mare. Everything from the ambiance to the service to the food was incredibly well executed. To start we ordered the Colors of the Garden Salad. What I loved about this salad was the variety of ingredients such as golden beets, fava beans, radishes, marcona almonds, strawberries and pickled rhubarb. Unlike most restaurants, this salad was delicately dressed which allowed all of the flavors to stand out. For entrees we each ordered something different. I enjoyed the Pan-Roasted Wild Halibut and thought it was one of the best entrees that I have ever had. And to be honest, for $44 it should be! My boyfriend ordered the Adriatic Seafood Brodetto which is made up of a ton of fresh seafood in a saffron broth. His meal was so delicious that we ended up asking for bread to soak up the broth with! My father ordered the Simply Grilled Wild Calamari. Fiola Mare has a section on their menu called ""Simply Grilled"" where you can order just the seafood on it's own. My father's calamari was absolutely delicious and a HUGE portion for $24! Since we were celebrating our reunion we decided that dessert was necessary. We ordered the Warm Strawberry Crostata which served four people for $28. The portion was just the right size and was presented adorably. Overall, Fiola Mare was a 10 out of 10 for all of us. Despite the price tag the quality of food, service and ambiance is 100% worth every penny!",5,6,0,2
"Zoreana S.","6/6/2016","Washington, DC","Great atmosphere. The food is not that great though. We get disappointed every time we go. I guess we keep going back because of the ambiance...",3,0,0,1
"Wing C.","6/6/2016","Pasadena, CA","I have bookmarked Fiola Mare for special occasion ever since my husband and I moved to DC. When I learned that they offer one of the best brunch prefixes in the city, I knew exactly where I wanted my first birthday meal to be. Fiola sure knows how to make a birthday girl feel special. Our server welcomed us with bubbles on the house and seated us at the best table in the restaurant! I was constantly greeted with ""happy birthday"" and checked on by passing servers. The most beautiful bread basket was delivered almost instantly. And this was all just the first impression. Brunch prefix consisted of three courses plus a classic cocktail or mocktail. Honestly one of the best deals of DC! My husband and I shared the chopped Angus beef and Burrata to start. Each appetizer could had been an entree alone. The portions were beyond generous. The chopped Angus beef was beautifully seasoned. The burrata was out of the world creamy. Although we were initially given a bread basket (which consisted of mostly sweet pastries), I wished they had served savory breads or crackers with the two appetizers. Unless they expect me to eat the burrata just as a giant ball of gooey cheese... For entrees, I opted for the shrimp and polenta while my husband went with the king crab spaghetti. The shrimp and polenta was similar to shrimp and grits I've had in other restaurants. The tiger shrimp were perfectly cooked. The sauce was delectable! The polenta was creamy and cheesy. For once, I wished there were actually more polenta (grits) to go with my shrimp! My husband thoroughly enjoyed his dish - juicy crab meat, creamy tomato sauce folded in perfectly made spaghetti. The bowl was cleaned. Before we could finish ordering our desserts, our server ensured us that they were being taken care of. I wasn't sure what he meant until I saw that he brought out all 3 options plus a mini cake and customized card. What a nice touch! I'm glad we were able to sample all 3 choices - The chocolate terrain was rich and decadent. The panna cotta was velvety and creamy. The ricotta donuts with caramel sauce single handedly won my husband to come back. Too good. $48 - 5 stars quality and service with the most beautiful, scenic view of Georgetown waterfronts. Definitely will return for all future celebrations!",5,7,0,2
"Jenifer L.","6/9/2016","Temple Hills, MD","Loved, Loved this place! It was my first time at this restaurant. Took my mom here to celebrate her birthday.We were here for brunch which was $45 for 3 courses. My mom and I both started out with salads. I had the buratta salad and mom had the garden salad which were pretty decent. The second course was so good which was the tiger prawns with polenta which was essentially shrimp and grits. The shrimp were seasoned perfectly and polenta was creamy and tasty. I had the donut holes with salted caramel sauce. That was tasty too! Definitely try the Rivera drink; very cool and refreshing. Service was great and a beautiful view at the Georgetown waterfront!",5,1,0,0
"Annie W.","6/10/2016","Irvine, CA","The brunch meal deal is so good. Everything was on point and the pasta tasted so fresh like they made it from scratch just prior to serving. The seafood was super fresh and not over cooked. Loved that the bunch deal let us try a bit of everything!",5,0,0,1
"M B.","6/11/2016","Manhattan, NY","Had a lovely meal here.  Fantastic service, nice outdoor patio seating and the food was delicious.  We especially loved our salads and dessert.  Decent cocktail menu as well.  Only thing that was silly is that I didn't have a reservation and they acted a bit turned off by this.  I pointed out there are multiple seats outside and then they agreed to seat us.",5,0,0,0
"Missy J.","6/12/2016","Charlotte, NC","As we walked along the Georgetown waterfront on a beautiful Sunday afternoon, we decided to stop at Fiola Mare to sit outside, have a few cocktails and a bite to eat. We walked up to the host guarding the outside area and asked to be seated. He made a big deal about us not having a reservation, but the place was empty! After struggling to communicate for two minutes, he told us to walk down the block and go up to the terrace. We proceeded to the terrace and sat ourselves (no host). Then, after about five minutes, Joel approached to take our drink order. I (half) jokingly asked him what was up with the rude host and the reservation situation. He responded saying he was not ""comfortable"" serving me alcohol. Mind you, although I was admittedly giddy and gregarious (hello weekend-Missy J!), I was also 110% sober. I sat there for a moment, completely dumbfounded, before saying, ""you're joking, right?"" He stared at me blankly and replied, ""I think you should leave."" I then asked to speak to the manager, who was equally as rude and apathetic. As we were speaking to him, Joel stood at his side, smirking at us. I've never been so disrespected in a restaurant in my entire life. I still don't understand what happened. It's as if they wanted us to work for the privilege of dining with them. We were both wearing jeans, but we were well-dressed with nice shoes. The outdoor area certainly didn't exude an upscale-attire ambiance. It was truly a real-life Pretty Woman moment. I've never experienced anything like it.  Unlike Julia Roberts, however, I don't plan on returning to buy out the restaurant to prove a point. It's disgusting that they treat other human beings in that manner. If you look at all the other one-star reviews, you'll see I'm not the only one who experienced this kind of degradation. Take heed. There are plenty of other high-end restaurants in DC that understand that service is a critical part of dining.",1,8,3,1
"Jess L.","6/15/2016","Westchester County, NY","*** 3,500th review ***A truly delectable dining experience. This is the place to go if you're looking for seafood. First-class service! Our waitress was great at suggestions as well as explaining the dishes. She really couldn't have been better. Drinks: There's a really tight cocktail menu. I loved my Spring Garden ($16), with vodka, ginger, and lime juice; and my husband's Sapore Vero was a very well-crafted rye cocktail with a bit of sweetness. When it came to wine during the meal, the Francois Crochet, Les Perrois, Sauvignon Blanc, Sancerre 2015 ($68) was great for all the different seafood dishes on the table. The somm gave us a great description of a few options. Highlights for the starters: My dad's Under the Sea was decadent and unique. Definitely for those who are daring! The Colors of the Garden was unlike any salad I've ever had before, which amazing textures, colors, and a bit of acidity. Also, we got a half-portion of the braised veal tortellini, which I definitely would have been eating a full portion of. Delicious and well balanced.Main: For two, the Grand Adriatic Grilled Seafood ($95) is definitely a great strategy for a bunch of pure, delicious seafood. They certainly do not skimp on portions or quality of seafood in this dish. The grilled fishes, too, are very true to the ingredients and very satisfying. Dessert: The donuts are a great way to end the meal if you're looking for something to share. A very high recommendation, especially for a special occasion and those who are a bit adventurous with food.",5,10,1,9
"Matthew L.","6/18/2016","Arlington, VA","Worth the price, as the food is very well executed with creative dishes.  Would easily go back for another meal.  Atmosphere is terrific.",5,0,0,0
"James K.","6/20/2016","Fairfax, VA","One of those special dining experiences that deserves every accolade it's gotten. From the food to the service to the location this place is first-class all the way. Then again, given the expense, it certainly should be!We started with the Ahi Tuna Carpaccio, which if offered in an entree portion I could eat every single day of my life. It is just that good. I hope this is a mainstay on the menu because for me it's worth going back for. For entrees we got the Lobster ravioli served alongside chunks of lobster meat in a sauce that I think is made from the happy tears of unicorns. We also ordered the halibut filet which was incredibly good but surprisingly what I remember most was that the accoutrements served with it was equal to the fish in every way. We finished up with coffee and chocolate cake to end what was an altogether unforgettable dining experience.It's been mentioned already in other reviews but it's clear that part of the expense of dining here goes into the service. The server to table ratio is particularly high with each one ready for whatever it was that you needed. Coming here you get to experience why it is that people pay top-dollar to eat out. It's not just for the food but the whole experience. Add in the Georgetown waterfront location and you've got the perfect recipe for a singular dining experience.",5,1,0,0
"Paola G.","6/20/2016","Silver Spring, MD","I love this restaurant! I came for the brunch and had such a good meal and a great time. I love that its by the waterfront as well and the decor is just perfect for this setting. Great customer service as well. I also love Fiola (Italian) restaurant. Its delish!",5,1,1,1
"Milo D.","6/22/2016","King of Prussia, PA","Pricy but good ! Dress well...or don't. As you walk in you'll see women in dresses and men in button down shirts. The waiters are nicely dress and once in a while use a bit of French although clearly Spanish, fits with the environment. I like it, it was 3 up us and we managed to rack up the bill to $250 easily. I didn't like the colors of the garden salad but that's just me. Ask the waiter or waitress a lot of questions on what your ordering, that way you know what you're getting into. They nicely took my salad off of the bill after they saw I didn't touch it!",5,0,0,0
"Jacqueline H.","6/25/2016","Oakland, CA","Exceptional. One of the best meal experiences I have had in a long time. Came here with a few girlfriends for Sunday brunch and were highly impressed. The manager as well as kitchen manager came out to check on us in person, the server was happy to make suggestions and immediately knew when you needed something without us having to ask. We did the unlimited drink brunch option and it was certainly a lot of food! We were sad to not be able to finish all of it. The salads were by far the stars of lunch with fresh burrata that tasted as if they just made it! The pasta and eggs Benedict were also to die for. We were starving when we first sat down and made the mistake of eating way to much of the warm pastry basket. Whilst it was delicious, the lemon ricotta pancakes we couldn't finish at the end definitely would have been worth more tummy space! Gorgeous views, delicious food and exceptional staff. I would give 6 stars if I could!",5,0,0,0
"Una D.","6/25/2016","Northwest Washington, Washington, DC","i was surprised that the food was as good as it was , we did not make a reservation, so we sat at the bar to have our meal. the bar tender was very nice and didnt give us a hard time about ordering food and not alcohol at the barhere is what we got:garden salad: good!lobster rav: great!calamari: great!service: greatambiance: beautiful view of the potomacprice: high but ok given quality of the foodoverall: glad to be there, and would love to be back",4,1,0,0
"L K.","6/30/2016","Chantilly, VA","Make a reservation now if you haven't already! This dinner was so wonderful, I can't wait for another excuse to go back! We started with cocktails - delicious and a very pretty presentation, although I would say a couple dollars overpriced. Standard I suppose for a waterfront restaurant. I had the Spring Garden and The Mayflower and would recommend both. Next, we ordered the Simply Grilled Wild Calamari as an appetizer - BEST THING I'VE EVER TASTED. The calamari was mostly bodies (as opposed to tentacles) and was so tender and flavorful. We asked for more bread to dip in the juices. It was divine. Next we shared two half portions - the Lobster Ravioli and the Bucatini. Both delicious. I thought the prawn in the Bucatini and the piece of lobster in the Ravioli were both slightly overcooked but not enough to change how much we enjoyed the meal. The three dishes and the bread left us full but not uncomformably stuffed. Wonderful dinner overall!",5,0,0,0
